#1.2									
									
Genes	Genes	D5	D0	D5	D5	D5	D5	D0	D5
NA.15739	NA.15739	NA	NA	NA	NA	NA	NA	NA	NA
NA.15740	NA.15740	NA	NA	NA	NA	NA	NA	NA	NA
NA.15741	NA.15741	NA	NA	NA	NA	NA	NA	NA	NA
NA.15742	NA.15742	NA	NA	NA	NA	NA	NA	NA	NA
NA.15743	NA.15743	NA	NA	NA	NA	NA	NA	NA	NA
NA.15744	NA.15744	NA	NA	NA	NA	NA	NA	NA	NA
NA.15745	NA.15745	NA	NA	NA	NA	NA	NA	NA	NA
NA.15746	NA.15746	NA	NA	NA	NA	NA	NA	NA	NA
NA.15747	NA.15747	NA	NA	NA	NA	NA	NA	NA	NA
NA.15748	NA.15748	NA	NA	NA	NA	NA	NA	NA	NA
NA.15749	NA.15749	NA	NA	NA	NA	NA	NA	NA	NA
NA.15750	NA.15750	NA	NA	NA	NA	NA	NA	NA	NA
NA.15751	NA.15751	NA	NA	NA	NA	NA	NA	NA	NA
NA.15752	NA.15752	NA	NA	NA	NA	NA	NA	NA	NA
NA.15753	NA.15753	NA	NA	NA	NA	NA	NA	NA	NA
NA.15754	NA.15754	NA	NA	NA	NA	NA	NA	NA	NA
NA.15755	NA.15755	NA	NA	NA	NA	NA	NA	NA	NA
NA.15756	NA.15756	NA	NA	NA	NA	NA	NA	NA	NA
NA.15757	NA.15757	NA	NA	NA	NA	NA	NA	NA	NA
NA.15758	NA.15758	NA	NA	NA	NA	NA	NA	NA	NA
NA.15759	NA.15759	NA	NA	NA	NA	NA	NA	NA	NA
NA.15760	NA.15760	NA	NA	NA	NA	NA	NA	NA	NA
NA.15761	NA.15761	NA	NA	NA	NA	NA	NA	NA	NA
NA.15762	NA.15762	NA	NA	NA	NA	NA	NA	NA	NA
NA.15763	NA.15763	NA	NA	NA	NA	NA	NA	NA	NA
NA.15764	NA.15764	NA	NA	NA	NA	NA	NA	NA	NA
NA.15765	NA.15765	NA	NA	NA	NA	NA	NA	NA	NA
NA.15766	NA.15766	NA	NA	NA	NA	NA	NA	NA	NA
NA.15767	NA.15767	NA	NA	NA	NA	NA	NA	NA	NA
NA.15768	NA.15768	NA	NA	NA	NA	NA	NA	NA	NA
NA.15769	NA.15769	NA	NA	NA	NA	NA	NA	NA	NA
NA.15770	NA.15770	NA	NA	NA	NA	NA	NA	NA	NA
NA.15771	NA.15771	NA	NA	NA	NA	NA	NA	NA	NA
NA.15772	NA.15772	NA	NA	NA	NA	NA	NA	NA	NA
NA.15773	NA.15773	NA	NA	NA	NA	NA	NA	NA	NA
NA.15774	NA.15774	NA	NA	NA	NA	NA	NA	NA	NA
NA.15775	NA.15775	NA	NA	NA	NA	NA	NA	NA	NA
NA.15776	NA.15776	NA	NA	NA	NA	NA	NA	NA	NA
NA.15777	NA.15777	NA	NA	NA	NA	NA	NA	NA	NA
NA.15778	NA.15778	NA	NA	NA	NA	NA	NA	NA	NA
NA.15779	NA.15779	NA	NA	NA	NA	NA	NA	NA	NA
NA.15780	NA.15780	NA	NA	NA	NA	NA	NA	NA	NA
NA.15781	NA.15781	NA	NA	NA	NA	NA	NA	NA	NA
NA.15782	NA.15782	NA	NA	NA	NA	NA	NA	NA	NA
NA.15783	NA.15783	NA	NA	NA	NA	NA	NA	NA	NA
NA.15784	NA.15784	NA	NA	NA	NA	NA	NA	NA	NA
NA.15785	NA.15785	NA	NA	NA	NA	NA	NA	NA	NA
NA.15786	NA.15786	NA	NA	NA	NA	NA	NA	NA	NA
NA.15787	NA.15787	NA	NA	NA	NA	NA	NA	NA	NA
NA.15788	NA.15788	NA	NA	NA	NA	NA	NA	NA	NA
NA.15789	NA.15789	NA	NA	NA	NA	NA	NA	NA	NA
NA.15790	NA.15790	NA	NA	NA	NA	NA	NA	NA	NA
NA.15791	NA.15791	NA	NA	NA	NA	NA	NA	NA	NA
NA.15792	NA.15792	NA	NA	NA	NA	NA	NA	NA	NA
NA.15793	NA.15793	NA	NA	NA	NA	NA	NA	NA	NA
NA.15794	NA.15794	NA	NA	NA	NA	NA	NA	NA	NA
NA.15795	NA.15795	NA	NA	NA	NA	NA	NA	NA	NA
NA.15796	NA.15796	NA	NA	NA	NA	NA	NA	NA	NA
NA.15797	NA.15797	NA	NA	NA	NA	NA	NA	NA	NA
NA.15798	NA.15798	NA	NA	NA	NA	NA	NA	NA	NA
NA.15799	NA.15799	NA	NA	NA	NA	NA	NA	NA	NA
NA.15800	NA.15800	NA	NA	NA	NA	NA	NA	NA	NA
NA.15801	NA.15801	NA	NA	NA	NA	NA	NA	NA	NA
NA.15802	NA.15802	NA	NA	NA	NA	NA	NA	NA	NA
NA.15803	NA.15803	NA	NA	NA	NA	NA	NA	NA	NA
NA.15804	NA.15804	NA	NA	NA	NA	NA	NA	NA	NA
NA.15805	NA.15805	NA	NA	NA	NA	NA	NA	NA	NA
NA.15806	NA.15806	NA	NA	NA	NA	NA	NA	NA	NA
NA.15807	NA.15807	NA	NA	NA	NA	NA	NA	NA	NA
NA.15808	NA.15808	NA	NA	NA	NA	NA	NA	NA	NA
NA.15809	NA.15809	NA	NA	NA	NA	NA	NA	NA	NA
NA.15810	NA.15810	NA	NA	NA	NA	NA	NA	NA	NA
NA.15811	NA.15811	NA	NA	NA	NA	NA	NA	NA	NA
NA.15812	NA.15812	NA	NA	NA	NA	NA	NA	NA	NA
NA.15813	NA.15813	NA	NA	NA	NA	NA	NA	NA	NA
NA.15814	NA.15814	NA	NA	NA	NA	NA	NA	NA	NA
NA.15815	NA.15815	NA	NA	NA	NA	NA	NA	NA	NA
NA.15816	NA.15816	NA	NA	NA	NA	NA	NA	NA	NA
NA.15817	NA.15817	NA	NA	NA	NA	NA	NA	NA	NA
NA.15818	NA.15818	NA	NA	NA	NA	NA	NA	NA	NA
NA.15819	NA.15819	NA	NA	NA	NA	NA	NA	NA	NA
NA.15820	NA.15820	NA	NA	NA	NA	NA	NA	NA	NA
NA.15821	NA.15821	NA	NA	NA	NA	NA	NA	NA	NA
NA.15822	NA.15822	NA	NA	NA	NA	NA	NA	NA	NA
NA.15823	NA.15823	NA	NA	NA	NA	NA	NA	NA	NA
NA.15824	NA.15824	NA	NA	NA	NA	NA	NA	NA	NA
NA.15825	NA.15825	NA	NA	NA	NA	NA	NA	NA	NA
NA.15826	NA.15826	NA	NA	NA	NA	NA	NA	NA	NA
NA.15827	NA.15827	NA	NA	NA	NA	NA	NA	NA	NA
NA.15828	NA.15828	NA	NA	NA	NA	NA	NA	NA	NA
NA.15829	NA.15829	NA	NA	NA	NA	NA	NA	NA	NA
NA.15830	NA.15830	NA	NA	NA	NA	NA	NA	NA	NA
NA.15831	NA.15831	NA	NA	NA	NA	NA	NA	NA	NA
NA.15832	NA.15832	NA	NA	NA	NA	NA	NA	NA	NA
NA.15833	NA.15833	NA	NA	NA	NA	NA	NA	NA	NA
NA.15834	NA.15834	NA	NA	NA	NA	NA	NA	NA	NA
NA.15835	NA.15835	NA	NA	NA	NA	NA	NA	NA	NA
NA.15836	NA.15836	NA	NA	NA	NA	NA	NA	NA	NA
NA.15837	NA.15837	NA	NA	NA	NA	NA	NA	NA	NA
NA.15838	NA.15838	NA	NA	NA	NA	NA	NA	NA	NA
NA.15839	NA.15839	NA	NA	NA	NA	NA	NA	NA	NA
NA.15840	NA.15840	NA	NA	NA	NA	NA	NA	NA	NA
NA.15841	NA.15841	NA	NA	NA	NA	NA	NA	NA	NA
NA.15842	NA.15842	NA	NA	NA	NA	NA	NA	NA	NA
NA.15843	NA.15843	NA	NA	NA	NA	NA	NA	NA	NA
NA.15844	NA.15844	NA	NA	NA	NA	NA	NA	NA	NA
NA.15845	NA.15845	NA	NA	NA	NA	NA	NA	NA	NA
NA.15846	NA.15846	NA	NA	NA	NA	NA	NA	NA	NA
NA.15847	NA.15847	NA	NA	NA	NA	NA	NA	NA	NA
NA.15848	NA.15848	NA	NA	NA	NA	NA	NA	NA	NA
NA.15849	NA.15849	NA	NA	NA	NA	NA	NA	NA	NA
NA.15850	NA.15850	NA	NA	NA	NA	NA	NA	NA	NA
NA.15851	NA.15851	NA	NA	NA	NA	NA	NA	NA	NA
NA.15852	NA.15852	NA	NA	NA	NA	NA	NA	NA	NA
NA.15853	NA.15853	NA	NA	NA	NA	NA	NA	NA	NA
NA.15854	NA.15854	NA	NA	NA	NA	NA	NA	NA	NA
NA.15855	NA.15855	NA	NA	NA	NA	NA	NA	NA	NA
NA.15856	NA.15856	NA	NA	NA	NA	NA	NA	NA	NA
NA.15857	NA.15857	NA	NA	NA	NA	NA	NA	NA	NA
NA.15858	NA.15858	NA	NA	NA	NA	NA	NA	NA	NA
NA.15859	NA.15859	NA	NA	NA	NA	NA	NA	NA	NA
NA.15860	NA.15860	NA	NA	NA	NA	NA	NA	NA	NA
NA.15861	NA.15861	NA	NA	NA	NA	NA	NA	NA	NA
NA.15862	NA.15862	NA	NA	NA	NA	NA	NA	NA	NA
NA.15863	NA.15863	NA	NA	NA	NA	NA	NA	NA	NA
NA.15864	NA.15864	NA	NA	NA	NA	NA	NA	NA	NA
NA.15865	NA.15865	NA	NA	NA	NA	NA	NA	NA	NA
NA.15866	NA.15866	NA	NA	NA	NA	NA	NA	NA	NA
NA.15867	NA.15867	NA	NA	NA	NA	NA	NA	NA	NA
NA.15868	NA.15868	NA	NA	NA	NA	NA	NA	NA	NA
NA.15869	NA.15869	NA	NA	NA	NA	NA	NA	NA	NA
NA.15870	NA.15870	NA	NA	NA	NA	NA	NA	NA	NA
NA.15871	NA.15871	NA	NA	NA	NA	NA	NA	NA	NA
NA.15872	NA.15872	NA	NA	NA	NA	NA	NA	NA	NA
NA.15873	NA.15873	NA	NA	NA	NA	NA	NA	NA	NA
NA.15874	NA.15874	NA	NA	NA	NA	NA	NA	NA	NA
NA.15875	NA.15875	NA	NA	NA	NA	NA	NA	NA	NA
NA.15876	NA.15876	NA	NA	NA	NA	NA	NA	NA	NA
NA.15877	NA.15877	NA	NA	NA	NA	NA	NA	NA	NA
NA.15878	NA.15878	NA	NA	NA	NA	NA	NA	NA	NA
NA.15879	NA.15879	NA	NA	NA	NA	NA	NA	NA	NA
NA.15880	NA.15880	NA	NA	NA	NA	NA	NA	NA	NA
NA.15881	NA.15881	NA	NA	NA	NA	NA	NA	NA	NA
NA.15882	NA.15882	NA	NA	NA	NA	NA	NA	NA	NA
NA.15883	NA.15883	NA	NA	NA	NA	NA	NA	NA	NA
NA.15884	NA.15884	NA	NA	NA	NA	NA	NA	NA	NA
NA.15885	NA.15885	NA	NA	NA	NA	NA	NA	NA	NA
NA.15886	NA.15886	NA	NA	NA	NA	NA	NA	NA	NA
NA.15887	NA.15887	NA	NA	NA	NA	NA	NA	NA	NA
NA.15888	NA.15888	NA	NA	NA	NA	NA	NA	NA	NA
NA.15889	NA.15889	NA	NA	NA	NA	NA	NA	NA	NA
NA.15890	NA.15890	NA	NA	NA	NA	NA	NA	NA	NA
NA.15891	NA.15891	NA	NA	NA	NA	NA	NA	NA	NA
NA.15892	NA.15892	NA	NA	NA	NA	NA	NA	NA	NA
NA.15893	NA.15893	NA	NA	NA	NA	NA	NA	NA	NA
NA.15894	NA.15894	NA	NA	NA	NA	NA	NA	NA	NA
NA.15895	NA.15895	NA	NA	NA	NA	NA	NA	NA	NA
NA.15896	NA.15896	NA	NA	NA	NA	NA	NA	NA	NA
NA.15897	NA.15897	NA	NA	NA	NA	NA	NA	NA	NA
NA.15898	NA.15898	NA	NA	NA	NA	NA	NA	NA	NA
NA.15899	NA.15899	NA	NA	NA	NA	NA	NA	NA	NA
NA.15900	NA.15900	NA	NA	NA	NA	NA	NA	NA	NA
NA.15901	NA.15901	NA	NA	NA	NA	NA	NA	NA	NA
NA.15902	NA.15902	NA	NA	NA	NA	NA	NA	NA	NA
NA.15903	NA.15903	NA	NA	NA	NA	NA	NA	NA	NA
NA.15904	NA.15904	NA	NA	NA	NA	NA	NA	NA	NA
NA.15905	NA.15905	NA	NA	NA	NA	NA	NA	NA	NA
NA.15906	NA.15906	NA	NA	NA	NA	NA	NA	NA	NA
NA.15907	NA.15907	NA	NA	NA	NA	NA	NA	NA	NA
NA.15908	NA.15908	NA	NA	NA	NA	NA	NA	NA	NA
NA.15909	NA.15909	NA	NA	NA	NA	NA	NA	NA	NA
NA.15910	NA.15910	NA	NA	NA	NA	NA	NA	NA	NA
NA.15911	NA.15911	NA	NA	NA	NA	NA	NA	NA	NA
NA.15912	NA.15912	NA	NA	NA	NA	NA	NA	NA	NA
NA.15913	NA.15913	NA	NA	NA	NA	NA	NA	NA	NA
NA.15914	NA.15914	NA	NA	NA	NA	NA	NA	NA	NA
NA.15915	NA.15915	NA	NA	NA	NA	NA	NA	NA	NA
NA.15916	NA.15916	NA	NA	NA	NA	NA	NA	NA	NA
NA.15917	NA.15917	NA	NA	NA	NA	NA	NA	NA	NA
NA.15918	NA.15918	NA	NA	NA	NA	NA	NA	NA	NA
NA.15919	NA.15919	NA	NA	NA	NA	NA	NA	NA	NA
NA.15920	NA.15920	NA	NA	NA	NA	NA	NA	NA	NA
NA.15921	NA.15921	NA	NA	NA	NA	NA	NA	NA	NA
NA.15922	NA.15922	NA	NA	NA	NA	NA	NA	NA	NA
NA.15923	NA.15923	NA	NA	NA	NA	NA	NA	NA	NA
NA.15924	NA.15924	NA	NA	NA	NA	NA	NA	NA	NA
NA.15925	NA.15925	NA	NA	NA	NA	NA	NA	NA	NA
NA.15926	NA.15926	NA	NA	NA	NA	NA	NA	NA	NA
NA.15927	NA.15927	NA	NA	NA	NA	NA	NA	NA	NA
NA.15928	NA.15928	NA	NA	NA	NA	NA	NA	NA	NA
NA.15929	NA.15929	NA	NA	NA	NA	NA	NA	NA	NA
NA.15930	NA.15930	NA	NA	NA	NA	NA	NA	NA	NA
NA.15931	NA.15931	NA	NA	NA	NA	NA	NA	NA	NA
NA.15932	NA.15932	NA	NA	NA	NA	NA	NA	NA	NA
NA.15933	NA.15933	NA	NA	NA	NA	NA	NA	NA	NA
NA.15934	NA.15934	NA	NA	NA	NA	NA	NA	NA	NA
NA.15935	NA.15935	NA	NA	NA	NA	NA	NA	NA	NA
NA.15936	NA.15936	NA	NA	NA	NA	NA	NA	NA	NA
NA.15937	NA.15937	NA	NA	NA	NA	NA	NA	NA	NA
NA.15938	NA.15938	NA	NA	NA	NA	NA	NA	NA	NA
NA.15939	NA.15939	NA	NA	NA	NA	NA	NA	NA	NA
NA.15940	NA.15940	NA	NA	NA	NA	NA	NA	NA	NA
NA.15941	NA.15941	NA	NA	NA	NA	NA	NA	NA	NA
NA.15942	NA.15942	NA	NA	NA	NA	NA	NA	NA	NA
NA.15943	NA.15943	NA	NA	NA	NA	NA	NA	NA	NA
NA.15944	NA.15944	NA	NA	NA	NA	NA	NA	NA	NA
NA.15945	NA.15945	NA	NA	NA	NA	NA	NA	NA	NA
NA.15946	NA.15946	NA	NA	NA	NA	NA	NA	NA	NA
NA.15947	NA.15947	NA	NA	NA	NA	NA	NA	NA	NA
NA.15948	NA.15948	NA	NA	NA	NA	NA	NA	NA	NA
NA.15949	NA.15949	NA	NA	NA	NA	NA	NA	NA	NA
NA.15950	NA.15950	NA	NA	NA	NA	NA	NA	NA	NA
NA.15951	NA.15951	NA	NA	NA	NA	NA	NA	NA	NA
NA.15952	NA.15952	NA	NA	NA	NA	NA	NA	NA	NA
NA.15953	NA.15953	NA	NA	NA	NA	NA	NA	NA	NA
NA.15954	NA.15954	NA	NA	NA	NA	NA	NA	NA	NA
NA.15955	NA.15955	NA	NA	NA	NA	NA	NA	NA	NA
NA.15956	NA.15956	NA	NA	NA	NA	NA	NA	NA	NA
NA.15957	NA.15957	NA	NA	NA	NA	NA	NA	NA	NA
NA.15958	NA.15958	NA	NA	NA	NA	NA	NA	NA	NA
NA.15959	NA.15959	NA	NA	NA	NA	NA	NA	NA	NA
NA.15960	NA.15960	NA	NA	NA	NA	NA	NA	NA	NA
NA.15961	NA.15961	NA	NA	NA	NA	NA	NA	NA	NA
NA.15962	NA.15962	NA	NA	NA	NA	NA	NA	NA	NA
NA.15963	NA.15963	NA	NA	NA	NA	NA	NA	NA	NA
NA.15964	NA.15964	NA	NA	NA	NA	NA	NA	NA	NA
NA.15965	NA.15965	NA	NA	NA	NA	NA	NA	NA	NA
NA.15966	NA.15966	NA	NA	NA	NA	NA	NA	NA	NA
NA.15967	NA.15967	NA	NA	NA	NA	NA	NA	NA	NA
NA.15968	NA.15968	NA	NA	NA	NA	NA	NA	NA	NA
NA.15969	NA.15969	NA	NA	NA	NA	NA	NA	NA	NA
NA.15970	NA.15970	NA	NA	NA	NA	NA	NA	NA	NA
NA.15971	NA.15971	NA	NA	NA	NA	NA	NA	NA	NA
NA.15972	NA.15972	NA	NA	NA	NA	NA	NA	NA	NA
NA.15973	NA.15973	NA	NA	NA	NA	NA	NA	NA	NA
NA.15974	NA.15974	NA	NA	NA	NA	NA	NA	NA	NA
NA.15975	NA.15975	NA	NA	NA	NA	NA	NA	NA	NA
NA.15976	NA.15976	NA	NA	NA	NA	NA	NA	NA	NA
NA.15977	NA.15977	NA	NA	NA	NA	NA	NA	NA	NA
NA.15978	NA.15978	NA	NA	NA	NA	NA	NA	NA	NA
NA.15979	NA.15979	NA	NA	NA	NA	NA	NA	NA	NA
NA.15980	NA.15980	NA	NA	NA	NA	NA	NA	NA	NA
NA.15981	NA.15981	NA	NA	NA	NA	NA	NA	NA	NA
NA.15982	NA.15982	NA	NA	NA	NA	NA	NA	NA	NA
NA.15983	NA.15983	NA	NA	NA	NA	NA	NA	NA	NA
NA.15984	NA.15984	NA	NA	NA	NA	NA	NA	NA	NA
NA.15985	NA.15985	NA	NA	NA	NA	NA	NA	NA	NA
NA.15986	NA.15986	NA	NA	NA	NA	NA	NA	NA	NA
NA.15987	NA.15987	NA	NA	NA	NA	NA	NA	NA	NA
NA.15988	NA.15988	NA	NA	NA	NA	NA	NA	NA	NA
NA.15989	NA.15989	NA	NA	NA	NA	NA	NA	NA	NA
NA.15990	NA.15990	NA	NA	NA	NA	NA	NA	NA	NA
NA.15991	NA.15991	NA	NA	NA	NA	NA	NA	NA	NA
NA.15992	NA.15992	NA	NA	NA	NA	NA	NA	NA	NA
NA.15993	NA.15993	NA	NA	NA	NA	NA	NA	NA	NA
NA.15994	NA.15994	NA	NA	NA	NA	NA	NA	NA	NA
NA.15995	NA.15995	NA	NA	NA	NA	NA	NA	NA	NA
NA.15996	NA.15996	NA	NA	NA	NA	NA	NA	NA	NA
NA.15997	NA.15997	NA	NA	NA	NA	NA	NA	NA	NA
NA.15998	NA.15998	NA	NA	NA	NA	NA	NA	NA	NA
NA.15999	NA.15999	NA	NA	NA	NA	NA	NA	NA	NA
NA.16000	NA.16000	NA	NA	NA	NA	NA	NA	NA	NA
NA.16001	NA.16001	NA	NA	NA	NA	NA	NA	NA	NA
NA.16002	NA.16002	NA	NA	NA	NA	NA	NA	NA	NA
NA.16003	NA.16003	NA	NA	NA	NA	NA	NA	NA	NA
NA.16004	NA.16004	NA	NA	NA	NA	NA	NA	NA	NA
NA.16005	NA.16005	NA	NA	NA	NA	NA	NA	NA	NA
NA.16006	NA.16006	NA	NA	NA	NA	NA	NA	NA	NA
NA.16007	NA.16007	NA	NA	NA	NA	NA	NA	NA	NA
NA.16008	NA.16008	NA	NA	NA	NA	NA	NA	NA	NA
NA.16009	NA.16009	NA	NA	NA	NA	NA	NA	NA	NA
NA.16010	NA.16010	NA	NA	NA	NA	NA	NA	NA	NA
NA.16011	NA.16011	NA	NA	NA	NA	NA	NA	NA	NA
NA.16012	NA.16012	NA	NA	NA	NA	NA	NA	NA	NA
NA.16013	NA.16013	NA	NA	NA	NA	NA	NA	NA	NA
NA.16014	NA.16014	NA	NA	NA	NA	NA	NA	NA	NA
NA.16015	NA.16015	NA	NA	NA	NA	NA	NA	NA	NA
NA.16016	NA.16016	NA	NA	NA	NA	NA	NA	NA	NA
NA.16017	NA.16017	NA	NA	NA	NA	NA	NA	NA	NA
NA.16018	NA.16018	NA	NA	NA	NA	NA	NA	NA	NA
NA.16019	NA.16019	NA	NA	NA	NA	NA	NA	NA	NA
NA.16020	NA.16020	NA	NA	NA	NA	NA	NA	NA	NA
NA.16021	NA.16021	NA	NA	NA	NA	NA	NA	NA	NA
NA.16022	NA.16022	NA	NA	NA	NA	NA	NA	NA	NA
NA.16023	NA.16023	NA	NA	NA	NA	NA	NA	NA	NA
NA.16024	NA.16024	NA	NA	NA	NA	NA	NA	NA	NA
NA.16025	NA.16025	NA	NA	NA	NA	NA	NA	NA	NA
NA.16026	NA.16026	NA	NA	NA	NA	NA	NA	NA	NA
NA.16027	NA.16027	NA	NA	NA	NA	NA	NA	NA	NA
NA.16028	NA.16028	NA	NA	NA	NA	NA	NA	NA	NA
NA.16029	NA.16029	NA	NA	NA	NA	NA	NA	NA	NA
NA.16030	NA.16030	NA	NA	NA	NA	NA	NA	NA	NA
NA.16031	NA.16031	NA	NA	NA	NA	NA	NA	NA	NA
NA.16032	NA.16032	NA	NA	NA	NA	NA	NA	NA	NA
NA.16033	NA.16033	NA	NA	NA	NA	NA	NA	NA	NA
NA.16034	NA.16034	NA	NA	NA	NA	NA	NA	NA	NA
NA.16035	NA.16035	NA	NA	NA	NA	NA	NA	NA	NA
NA.16036	NA.16036	NA	NA	NA	NA	NA	NA	NA	NA
NA.16037	NA.16037	NA	NA	NA	NA	NA	NA	NA	NA
NA.16038	NA.16038	NA	NA	NA	NA	NA	NA	NA	NA
NA.16039	NA.16039	NA	NA	NA	NA	NA	NA	NA	NA
NA.16040	NA.16040	NA	NA	NA	NA	NA	NA	NA	NA
NA.16041	NA.16041	NA	NA	NA	NA	NA	NA	NA	NA
NA.16042	NA.16042	NA	NA	NA	NA	NA	NA	NA	NA
NA.16043	NA.16043	NA	NA	NA	NA	NA	NA	NA	NA
NA.16044	NA.16044	NA	NA	NA	NA	NA	NA	NA	NA
NA.16045	NA.16045	NA	NA	NA	NA	NA	NA	NA	NA
NA.16046	NA.16046	NA	NA	NA	NA	NA	NA	NA	NA
NA.16047	NA.16047	NA	NA	NA	NA	NA	NA	NA	NA
NA.16048	NA.16048	NA	NA	NA	NA	NA	NA	NA	NA
NA.16049	NA.16049	NA	NA	NA	NA	NA	NA	NA	NA
NA.16050	NA.16050	NA	NA	NA	NA	NA	NA	NA	NA
NA.16051	NA.16051	NA	NA	NA	NA	NA	NA	NA	NA
NA.16052	NA.16052	NA	NA	NA	NA	NA	NA	NA	NA
NA.16053	NA.16053	NA	NA	NA	NA	NA	NA	NA	NA
NA.16054	NA.16054	NA	NA	NA	NA	NA	NA	NA	NA
NA.16055	NA.16055	NA	NA	NA	NA	NA	NA	NA	NA
NA.16056	NA.16056	NA	NA	NA	NA	NA	NA	NA	NA
NA.16057	NA.16057	NA	NA	NA	NA	NA	NA	NA	NA
NA.16058	NA.16058	NA	NA	NA	NA	NA	NA	NA	NA
NA.16059	NA.16059	NA	NA	NA	NA	NA	NA	NA	NA
NA.16060	NA.16060	NA	NA	NA	NA	NA	NA	NA	NA
NA.16061	NA.16061	NA	NA	NA	NA	NA	NA	NA	NA
NA.16062	NA.16062	NA	NA	NA	NA	NA	NA	NA	NA
NA.16063	NA.16063	NA	NA	NA	NA	NA	NA	NA	NA
NA.16064	NA.16064	NA	NA	NA	NA	NA	NA	NA	NA
NA.16065	NA.16065	NA	NA	NA	NA	NA	NA	NA	NA
NA.16066	NA.16066	NA	NA	NA	NA	NA	NA	NA	NA
NA.16067	NA.16067	NA	NA	NA	NA	NA	NA	NA	NA
NA.16068	NA.16068	NA	NA	NA	NA	NA	NA	NA	NA
NA.16069	NA.16069	NA	NA	NA	NA	NA	NA	NA	NA
NA.16070	NA.16070	NA	NA	NA	NA	NA	NA	NA	NA
NA.16071	NA.16071	NA	NA	NA	NA	NA	NA	NA	NA
NA.16072	NA.16072	NA	NA	NA	NA	NA	NA	NA	NA
NA.16073	NA.16073	NA	NA	NA	NA	NA	NA	NA	NA
NA.16074	NA.16074	NA	NA	NA	NA	NA	NA	NA	NA
NA.16075	NA.16075	NA	NA	NA	NA	NA	NA	NA	NA
NA.16076	NA.16076	NA	NA	NA	NA	NA	NA	NA	NA
NA.16077	NA.16077	NA	NA	NA	NA	NA	NA	NA	NA
NA.16078	NA.16078	NA	NA	NA	NA	NA	NA	NA	NA
NA.16079	NA.16079	NA	NA	NA	NA	NA	NA	NA	NA
NA.16080	NA.16080	NA	NA	NA	NA	NA	NA	NA	NA
NA.16081	NA.16081	NA	NA	NA	NA	NA	NA	NA	NA
NA.16082	NA.16082	NA	NA	NA	NA	NA	NA	NA	NA
NA.16083	NA.16083	NA	NA	NA	NA	NA	NA	NA	NA
NA.16084	NA.16084	NA	NA	NA	NA	NA	NA	NA	NA
NA.16085	NA.16085	NA	NA	NA	NA	NA	NA	NA	NA
NA.16086	NA.16086	NA	NA	NA	NA	NA	NA	NA	NA
NA.16087	NA.16087	NA	NA	NA	NA	NA	NA	NA	NA
NA.16088	NA.16088	NA	NA	NA	NA	NA	NA	NA	NA
NA.16089	NA.16089	NA	NA	NA	NA	NA	NA	NA	NA
NA.16090	NA.16090	NA	NA	NA	NA	NA	NA	NA	NA
NA.16091	NA.16091	NA	NA	NA	NA	NA	NA	NA	NA
NA.16092	NA.16092	NA	NA	NA	NA	NA	NA	NA	NA
NA.16093	NA.16093	NA	NA	NA	NA	NA	NA	NA	NA
NA.16094	NA.16094	NA	NA	NA	NA	NA	NA	NA	NA
NA.16095	NA.16095	NA	NA	NA	NA	NA	NA	NA	NA
NA.16096	NA.16096	NA	NA	NA	NA	NA	NA	NA	NA
NA.16097	NA.16097	NA	NA	NA	NA	NA	NA	NA	NA
NA.16098	NA.16098	NA	NA	NA	NA	NA	NA	NA	NA
NA.16099	NA.16099	NA	NA	NA	NA	NA	NA	NA	NA
NA.16100	NA.16100	NA	NA	NA	NA	NA	NA	NA	NA
NA.16101	NA.16101	NA	NA	NA	NA	NA	NA	NA	NA
NA.16102	NA.16102	NA	NA	NA	NA	NA	NA	NA	NA
NA.16103	NA.16103	NA	NA	NA	NA	NA	NA	NA	NA
NA.16104	NA.16104	NA	NA	NA	NA	NA	NA	NA	NA
NA.16105	NA.16105	NA	NA	NA	NA	NA	NA	NA	NA
NA.16106	NA.16106	NA	NA	NA	NA	NA	NA	NA	NA
NA.16107	NA.16107	NA	NA	NA	NA	NA	NA	NA	NA
NA.16108	NA.16108	NA	NA	NA	NA	NA	NA	NA	NA
NA.16109	NA.16109	NA	NA	NA	NA	NA	NA	NA	NA
NA.16110	NA.16110	NA	NA	NA	NA	NA	NA	NA	NA
NA.16111	NA.16111	NA	NA	NA	NA	NA	NA	NA	NA
NA.16112	NA.16112	NA	NA	NA	NA	NA	NA	NA	NA
NA.16113	NA.16113	NA	NA	NA	NA	NA	NA	NA	NA
NA.16114	NA.16114	NA	NA	NA	NA	NA	NA	NA	NA
NA.16115	NA.16115	NA	NA	NA	NA	NA	NA	NA	NA
NA.16116	NA.16116	NA	NA	NA	NA	NA	NA	NA	NA
NA.16117	NA.16117	NA	NA	NA	NA	NA	NA	NA	NA
NA.16118	NA.16118	NA	NA	NA	NA	NA	NA	NA	NA
NA.16119	NA.16119	NA	NA	NA	NA	NA	NA	NA	NA
NA.16120	NA.16120	NA	NA	NA	NA	NA	NA	NA	NA
NA.16121	NA.16121	NA	NA	NA	NA	NA	NA	NA	NA
NA.16122	NA.16122	NA	NA	NA	NA	NA	NA	NA	NA
NA.16123	NA.16123	NA	NA	NA	NA	NA	NA	NA	NA
NA.16124	NA.16124	NA	NA	NA	NA	NA	NA	NA	NA
NA.16125	NA.16125	NA	NA	NA	NA	NA	NA	NA	NA
